AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,DAYS_BIRTH,DAYS_EMPLOYED,CNT_CHILDREN,NAME_EDUCATION_TYPE,NAME_INCOME_TYPE,CODE_GENDER,TARGET
71120.99883181146,695833.3102764981,23726.914901554854,-20134,-9941,2,Higher education,Commercial associate,M,0
54024.361359318,550699.3725258169,20352.06635038907,-12379,-7651,2,Higher education,Working,F,0
53459.799529002754,135380.641582119,15287.111619170453,-20902,-11425,0,Higher education,Working,F,0
51224.67936432823,384560.19858873164,17481.044214716043,-15906,-8649,1,Secondary / secondary special,Commercial associate,M,0
19532.52629504269,555740.3008929454,22032.337076989912,-17054,-9834,3,Higher education,Working,M,0
37348.52948810292,666269.8049915921,18801.062799539388,-12532,-1385,1,Higher education,Commercial associate,M,0
57530.19165229116,654379.6195236023,23935.800816784613,-16097,-705,2,Higher education,Working,M,0
39944.70474167615,754965.2706896513,21550.590606458583,-9126,-9851,1,Higher education,Commercial associate,M,0
33734.269730180764,598838.899769294,22070.314364129077,-17828,-14176,2,Secondary / secondary special,Working,M,0
51854.571525488565,342282.0677064004,19578.781955067716,-17864,-13266,1,Higher education,Working,M,1
48943.414442598565,712122.0351261147,21613.055161124277,-8660,-2581,0,Secondary / secondary special,Working,F,0
35287.49313875972,650345.1633153851,13041.466079782218,-13004,-1222,3,Secondary / secondary special,Working,M,0
54212.00560723931,261515.07843742456,23459.097000041256,-20365,-3467,0,Higher education,Working,M,0
45707.74983190665,464718.91800681426,20288.84417214658,-21040,-7669,2,Higher education,Working,M,0
44748.916968485246,464617.0227521277,24404.897579131044,-24383,-4286,3,Higher education,Working,M,0
42308.407153891974,719219.60036975,15459.622828168438,-17212,-7695,0,Secondary / secondary special,Commercial associate,M,0
43208.23095561426,593875.4878060261,18985.034351708713,-18340,-6931,3,Secondary / secondary special,Working,M,0
53173.517992804744,465225.7258367862,21150.96557894856,-14563,-13962,2,Higher education,Commercial associate,F,0
38369.156392827696,537365.5591638158,22002.831163789546,-9194,-11653,3,Secondary / secondary special,Working,F,0
36248.95181413573,673352.3113974333,16892.62129877737,-18057,-12355,1,Secondary / secondary special,Commercial associate,F,0
48439.24518596003,695783.3266671658,18366.08948933055,-12473,-9715,0,Secondary / secondary special,Commercial associate,F,0
54263.33322016087,622942.8561717926,22828.610775772493,-21385,-2334,1,Secondary / secondary special,Commercial associate,M,0
57595.08616805443,547715.7007527668,11391.538305144673,-7501,-8086,2,Secondary / secondary special,Commercial associate,F,0
42004.677453617405,719456.9291963533,20253.10553521517,-19896,-1848,1,Higher education,Commercial associate,M,0
59286.53779268514,273876.8883802396,22844.8998834352,-21018,-10681,0,Higher education,Commercial associate,F,0
76631.5471098788,486102.8228233132,14110.91678827023,-12312,-7450,3,Secondary / secondary special,Working,M,0
60057.941370916946,541618.668683972,26224.080982223313,-17421,-11986,2,Higher education,Working,M,0
75446.11039382961,197632.40608070942,21966.297765506457,-20592,-10370,2,Secondary / secondary special,Commercial associate,M,0
65809.5969979302,549572.0477562768,22316.71212782792,-16350,-2589,0,Secondary / secondary special,Working,F,0
58865.03184661156,650615.15897788,19460.510382444067,-24478,-2943,1,Higher education,Commercial associate,F,1
56105.89567899724,392483.95674837945,21983.10865013976,-11922,-2984,3,Secondary / secondary special,Working,M,0
49774.37852036249,772245.0850116331,22134.99350169862,-18937,-7813,3,Secondary / secondary special,Working,M,0
67183.91418473018,744169.9042782036,21308.61015756086,-21364,-854,1,Higher education,Commercial associate,M,0
50679.58474120844,339021.44846146926,24407.270365291482,-17932,-8116,3,Secondary / secondary special,Working,F,0
61801.35989763333,586205.4961986503,30088.4315099554,-18544,-8948,3,Secondary / secondary special,Working,F,0
33957.01634048552,420519.8799062941,13132.584319374268,-24164,-11500,0,Secondary / secondary special,Working,M,0
31861.45492484421,9118.523780030082,26438.230696697443,-17781,-13256,3,Higher education,Commercial associate,F,0
66113.47165651084,571248.3239955503,33687.87580404963,-8171,-2899,3,Higher education,Commercial associate,F,0
40711.70247689665,385600.55840378004,32820.51254981546,-23399,-7016,1,Secondary / secondary special,Commercial associate,F,1
41821.25433921307,461294.03813355503,25026.881822510582,-21712,-9900,0,Secondary / secondary special,Commercial associate,F,1
48094.64581160553,216213.75645586778,21894.02840549166,-14393,-10718,0,Secondary / secondary special,Commercial associate,M,0
28625.541120952734,525104.2716490692,8977.204532759433,-19694,-9148,2,Secondary / secondary special,Commercial associate,M,0
69052.934897481,184383.04240455275,18108.4943544794,-14578,-9504,1,Secondary / secondary special,Working,F,0
59296.66721245358,625284.5623998072,27854.63920298984,-21930,-7191,0,Secondary / secondary special,Commercial associate,M,0
47582.04137305802,469574.6346820958,13111.1470373163,-11216,-5442,1,Higher education,Working,M,0
64657.27329342568,461817.3340950758,27847.742573021304,-14702,-7935,0,Secondary / secondary special,Commercial associate,M,0
20439.75875025209,435908.0270246531,18391.856303831886,-17387,-7971,2,Secondary / secondary special,Commercial associate,F,0
41917.85634731844,357975.7120668457,26486.963427844526,-7979,-8023,0,Secondary / secondary special,Working,M,0
40293.95448812547,398630.3975749295,13946.877800614373,-11640,-2888,3,Secondary / secondary special,Working,M,0
58923.67731423474,749543.2663429581,9201.005796010735,-14834,-8963,1,Higher education,Commercial associate,F,0
111.44176474595588,627683.6106329618,22782.417183684964,-11394,-2856,1,Higher education,Working,M,0
43705.07860717973,334944.9027747676,25332.267684333478,-17370,-12578,0,Higher education,Working,F,0
34200.09706611877,235048.69862173573,19535.547856414873,-11677,-12928,2,Secondary / secondary special,Working,F,0
67361.13552172692,508477.283470171,18349.502262131125,-22567,-6450,2,Higher education,Commercial associate,F,0
58135.36839986673,704981.9420287458,29847.636848231963,-8214,-5847,1,Secondary / secondary special,Commercial associate,M,1
79506.89993939722,539531.0347373286,28250.344103652176,-10000,-5586,0,Higher education,Commercial associate,M,0
100623.18087609421,699786.0660379858,21239.911154927762,-23996,-3082,2,Higher education,Commercial associate,M,0
60932.86286182029,390221.60182613204,26561.894288903917,-19267,-2748,1,Secondary / secondary special,Working,M,0
34992.69217813544,353845.18148429506,22887.52503620964,-10353,-8543,3,Secondary / secondary special,Commercial associate,M,0
30311.00096762774,186864.07666524436,20766.64193492403,-17118,-6156,3,Higher education,Commercial associate,M,0
60984.935047312,866842.9840575522,23340.02991777276,-14453,-8033,3,Higher education,Commercial associate,F,0
36949.95606594164,340515.2555806204,19398.332176775617,-9501,-300,1,Higher education,Commercial associate,M,0
49960.329129064114,337490.91273882345,14680.555303693633,-24850,-13271,1,Secondary / secondary special,Commercial associate,F,0
4390.335663382473,439364.7879469602,20309.84063892188,-8687,-14408,1,Higher education,Commercial associate,F,0
64897.468907255345,672111.6400335385,15507.646870819684,-18594,-2403,0,Secondary / secondary special,Working,F,0
78082.13797601296,577772.1391122119,20181.740133334206,-9483,-4954,0,Higher education,Commercial associate,M,0
23976.70552735146,738749.5247205728,18337.740352929606,-24170,-294,2,Higher education,Commercial associate,M,0
49809.76481587563,610072.7632679123,23222.663298754247,-12319,-7224,2,Secondary / secondary special,Commercial associate,F,0
80861.50890604351,695644.4748046353,17416.750784400647,-12768,-177,2,Higher education,Commercial associate,F,0
46747.73223120333,432330.6875596126,17540.190477509273,-11925,-12608,2,Higher education,Working,M,0
20287.836241849414,537459.1894663888,19344.646910955136,-23609,-412,2,Secondary / secondary special,Working,M,0
38073.86674610804,590213.7223057903,26457.610742452314,-13579,-4201,1,Higher education,Working,F,0
63011.31307267402,371192.06327816204,11006.76503647839,-20419,-12718,3,Secondary / secondary special,Working,M,0
45499.7919633938,610605.2426337857,23197.899410847764,-10866,-2185,2,Secondary / secondary special,Commercial associate,F,0
84656.51338816571,555240.5363335796,27134.871002514148,-15445,-13772,2,Higher education,Working,F,0
43637.44636878743,378306.3312057511,24062.83077423039,-18629,-3202,1,Higher education,Commercial associate,M,0
61911.907564577465,281365.2338568787,28817.30419659705,-22714,-2262,1,Secondary / secondary special,Working,F,0
77183.28288831617,433226.7964591847,20837.925126316208,-13308,-3613,3,Secondary / secondary special,Working,M,0
43655.7289385941,234768.04689945048,24391.18604963206,-13232,-14560,0,Secondary / secondary special,Commercial associate,M,0
72002.5923503038,660414.2336301897,17820.938211177054,-18127,-14852,3,Higher education,Working,M,0
101200.68401672434,602281.820972034,24354.07111809927,-9859,-5667,1,Higher education,Working,F,0
54845.1898942408,815779.834586398,13483.327641676548,-9420,-4662,2,Secondary / secondary special,Working,F,0
61814.94342159685,772711.129820369,16909.33587143183,-22367,-52,2,Higher education,Commercial associate,F,0
71836.0896384118,601908.7740896746,19155.089522305778,-24731,-4232,0,Secondary / secondary special,Working,M,0
49775.627209260805,422432.6427967665,15254.073064616008,-16081,-5501,0,Secondary / secondary special,Working,M,0
58262.63632740217,440859.2756697909,12391.482656600925,-18920,-5311,1,Higher education,Commercial associate,F,0
63224.01909177589,634965.1985286677,12671.997448991042,-12094,-13289,2,Secondary / secondary special,Commercial associate,F,0
72807.13749737329,491821.3425198176,19545.226524604754,-14456,-9083,1,Secondary / secondary special,Commercial associate,F,0
53862.9378191305,925753.6614825448,7472.36999563917,-20610,-14620,1,Secondary / secondary special,Working,M,0
66109.08714645902,504581.191304626,15855.299996693433,-19768,-1786,2,Higher education,Working,M,0
19082.923530341635,553755.8891913104,15011.599117133333,-19490,-4769,2,Secondary / secondary special,Commercial associate,F,0
49093.172930525725,359361.6172422433,16522.31952329928,-13511,-1988,3,Secondary / secondary special,Working,F,1
38425.43822783004,587729.3573424486,23041.94874678899,-21189,-10026,1,Secondary / secondary special,Working,F,0
74651.25143621239,387094.00137837447,24476.32253206211,-15169,-1874,3,Higher education,Working,M,0
30038.189102324395,576092.135468095,14534.252551419999,-12921,-12803,1,Higher education,Working,F,0
23130.238949969196,268550.97275318555,13321.45898816197,-14320,-5465,1,Secondary / secondary special,Working,F,0
38952.432576068706,152744.52747292042,18970.49385098875,-17572,-3316,3,Higher education,Working,F,0
50157.71334503128,866712.2551222013,25879.481435309513,-7116,-1732,3,Secondary / secondary special,Commercial associate,F,0
78275.63622725873,643932.622911712,20436.94881483562,-15039,-13420,1,Higher education,Working,F,1
73456.59926395126,782275.9021030945,21393.655555676647,-9968,-7553,1,Secondary / secondary special,Working,F,1
39016.694091055055,169813.33490186516,19454.40965308001,-19389,-1458,0,Higher education,Working,M,0
20294.842178644813,707828.3126932802,20469.64090326448,-12708,-8768,2,Higher education,Commercial associate,F,0
31169.297692965894,641364.4528528447,24163.003234870088,-9822,-6707,3,Higher education,Working,F,0
32929.22225361744,943272.7427685366,19193.986606793973,-22958,-10112,1,Higher education,Working,F,0
51910.313497388954,222033.7088740883,24634.68789575356,-9519,-1243,2,Secondary / secondary special,Commercial associate,M,0
44941.44885075646,611991.8605900997,26945.584597601373,-12284,-5103,1,Higher education,Working,F,0
59294.21340447069,477883.3629623813,26481.30490849548,-7858,-10739,1,Higher education,Working,F,0
20467.716769664825,213529.12535726686,20628.267868869436,-8643,-3687,3,Secondary / secondary special,Commercial associate,F,0
72532.33352915272,436250.88435857807,10599.30101631687,-22756,-7294,2,Higher education,Working,F,0
69721.92200743282,349622.50755849044,22868.92364170487,-10205,-8140,2,Secondary / secondary special,Commercial associate,M,0
72410.69462715913,273917.18925365317,10544.932570564071,-16573,-2534,1,Higher education,Commercial associate,F,0
73051.68767683835,215823.61226075597,15877.661047985877,-10094,-13800,2,Secondary / secondary special,Commercial associate,M,1
3065.0202608127656,432555.1000216783,25172.917589291454,-20636,-12560,1,Secondary / secondary special,Working,M,0
57118.27137590604,600974.7595152352,20068.26578859187,-13304,-7311,2,Secondary / secondary special,Working,M,0
23400.552241315785,662606.3040689052,25461.36997463832,-22186,-916,2,Higher education,Commercial associate,M,0
21837.598011871443,671276.9479168998,26704.64452976737,-10539,-14518,2,Higher education,Commercial associate,M,0
49194.83639181792,659020.3020318659,15929.956652962432,-12489,-7022,3,Secondary / secondary special,Working,M,0
45201.40458960505,653731.7340282757,16617.862797655136,-9614,-12356,0,Higher education,Commercial associate,F,1
54744.25517930788,428517.04888100113,17693.27868580993,-8064,-12891,1,Secondary / secondary special,Commercial associate,M,0
51470.52033480985,755552.6827226083,26335.52372314289,-9618,-3047,3,Higher education,Commercial associate,F,0
40047.08819785708,451414.774400344,17740.32073327689,-10639,-11079,1,Higher education,Working,F,0
68218.63820232065,578723.9715219629,19544.284630374725,-22870,-6634,3,Higher education,Commercial associate,F,0
49054.082189814646,445937.1570669648,15339.361767965725,-11278,-4461,3,Secondary / secondary special,Working,M,0
52387.926902454674,599090.80663612,28478.579851474402,-16144,-7829,2,Secondary / secondary special,Commercial associate,F,0
39884.47019459747,636290.5141169656,22697.194517096414,-24926,-14171,3,Higher education,Commercial associate,M,0
54232.50445861251,616984.5331411469,11584.757811942029,-8679,-12408,2,Secondary / secondary special,Commercial associate,M,0
53533.8755997688,562887.6418275058,31492.184952779076,-20983,-13325,0,Secondary / secondary special,Commercial associate,M,0
46298.31423229162,496838.6809007556,22757.355521741032,-12482,-13506,3,Higher education,Commercial associate,F,1
29603.52347148607,515881.9099770227,19478.850667775852,-11797,-4366,1,Higher education,Working,M,0
42772.00430788159,754159.3119828148,25589.344686329416,-20606,-5560,2,Higher education,Working,F,0
19826.49902403351,359391.0119790658,19436.906407635823,-8586,-10513,1,Higher education,Commercial associate,M,0
51558.10051929403,461826.08877755335,16029.287154281272,-12221,-10492,3,Higher education,Commercial associate,M,0
75367.14482149306,653633.386143644,24013.194948925986,-24654,-14613,0,Higher education,Commercial associate,M,0
50801.898638151375,332252.93044108525,16618.468612341003,-24378,-9363,0,Secondary / secondary special,Commercial associate,M,0
88181.73456054478,236082.4715915306,20055.72675453906,-21990,-2869,3,Secondary / secondary special,Commercial associate,F,0
55042.26032469303,371581.78052317124,15184.788307612907,-17872,-14465,0,Higher education,Working,M,0
70619.36443007355,857279.9314613736,22411.380558143843,-24385,-3559,2,Higher education,Commercial associate,F,0
27695.796912857768,418464.3041554516,16985.428979183278,-15452,-4051,2,Secondary / secondary special,Working,M,0
14267.760930014789,484134.48873221304,25920.97331610448,-10105,-1445,3,Higher education,Commercial associate,F,0
39482.87156935063,579941.4044602325,23278.52398374831,-14321,-7558,1,Secondary / secondary special,Commercial associate,M,0
65382.27978687981,560941.7488150786,17991.896868635646,-23135,-3486,2,Higher education,Commercial associate,F,0
46510.034384044084,899984.8854216686,18664.767822780126,-17761,-1453,0,Higher education,Working,M,1
57880.66773582567,605764.9705316186,23675.779960304666,-9914,-4433,3,Higher education,Commercial associate,F,0
83520.16649057266,82378.81579342368,22996.154844761204,-22244,-189,3,Secondary / secondary special,Working,M,0
64097.275876811786,643670.8275257293,24764.021758196268,-13537,-8297,0,Secondary / secondary special,Working,F,0
30157.56501917329,710109.5627379754,25361.315183709925,-20985,-3421,3,Higher education,Commercial associate,M,0
40883.4888242618,334096.89855832484,23975.35809072939,-16017,-11358,0,Higher education,Working,M,0
63119.294632259225,619540.4982019998,22130.127080211125,-20748,-37,1,Secondary / secondary special,Working,M,0
69558.18186955054,783944.0375604478,23018.059002363163,-15615,-11884,1,Secondary / secondary special,Commercial associate,M,0
59893.3038955189,724234.6578954613,23511.724046697396,-10241,-13180,0,Higher education,Working,M,0
25285.149145646817,478018.9959008064,21287.06564669166,-23199,-2810,3,Secondary / secondary special,Working,M,1
26109.715714753085,521588.18766871036,21205.78805102853,-19748,-12766,2,Higher education,Working,M,0
60793.12922749697,644074.4801028993,24981.91156508023,-12539,-11440,0,Secondary / secondary special,Commercial associate,M,0
82306.36280853237,308715.59882194217,19925.001302543827,-23072,-3630,3,Higher education,Working,F,0
73096.97537268428,513136.1827634879,20047.49090526025,-12229,-7495,3,Secondary / secondary special,Commercial associate,F,0
37386.701812454354,372696.0222815919,20993.815186878637,-19960,-11096,3,Secondary / secondary special,Working,F,0
43312.052552274334,148911.14408966235,19886.936299398614,-7496,-10218,1,Higher education,Working,F,0
53797.529038568886,514796.844031768,26383.794109374176,-15187,-11811,3,Secondary / secondary special,Working,M,0
80754.06724351796,625351.2122242245,27562.746807653326,-13590,-13647,3,Secondary / secondary special,Working,F,1
13773.145480542902,582924.1357890326,27596.982030483377,-21636,-4679,2,Higher education,Working,F,0
57801.31659930997,641507.2771079559,19021.322575958715,-20232,-1891,3,Secondary / secondary special,Working,F,0
33796.67563766262,227845.5638420697,21119.544917039584,-12703,-2462,1,Secondary / secondary special,Working,M,0
54994.432931868956,411033.8000295202,20755.872783263683,-22673,-4680,3,Higher education,Working,F,0
72985.8640972391,220874.7988066998,15052.849112649987,-8722,-7711,0,Secondary / secondary special,Commercial associate,M,0
91260.95350511045,374501.022799363,20960.3607464887,-7519,-5307,2,Secondary / secondary special,Commercial associate,M,1
49130.699594608544,819098.3389559695,16907.246674890313,-16666,-11038,3,Secondary / secondary special,Commercial associate,F,0
93218.53805943964,335168.4408293023,20244.249253397942,-12539,-14459,0,Higher education,Working,M,0
39488.058285517756,614956.0003810693,14130.770833836046,-24819,-2749,2,Secondary / secondary special,Working,M,0
57160.92086640342,285304.7767415272,20084.51698021128,-13483,-14506,1,Secondary / secondary special,Working,F,0
60022.85860329435,348801.858791988,22451.3954600527,-7414,-10358,2,Higher education,Commercial associate,M,0
68497.16030105288,714551.5369794657,17816.474564667333,-14830,-12249,3,Higher education,Commercial associate,M,0
62784.474867022785,585538.9573596697,20429.407056718894,-19790,-7755,2,Higher education,Commercial associate,F,0
47887.23156846753,511671.5085548594,16987.48992693022,-9616,-10882,3,Secondary / secondary special,Commercial associate,F,0
70281.21946262226,724101.9713015438,16202.845974421509,-22524,-13012,2,Secondary / secondary special,Commercial associate,F,0
8130.304003777281,753752.2087028255,30399.25823560683,-10037,-1366,3,Higher education,Working,M,0
74130.67720561134,389325.5533133879,12435.035036232923,-7177,-7898,1,Higher education,Commercial associate,F,0
36564.71348918542,786032.4856068934,18652.071692106012,-22623,-10431,0,Higher education,Working,F,0
46876.045222754066,785624.3273652594,16743.665608650925,-17744,-12906,0,Secondary / secondary special,Commercial associate,M,0
37061.087424083125,635036.8736588384,17256.044044525584,-13354,-9190,1,Higher education,Working,M,0
27741.277819457224,494551.5415952306,12537.00901613992,-21607,-13183,0,Higher education,Commercial associate,F,0
51809.69109081647,588879.6210791803,23019.805302273882,-20679,-8627,0,Higher education,Commercial associate,M,0
37266.24214441795,763440.8108180847,22243.66989112162,-17927,-8522,2,Higher education,Commercial associate,F,0
36742.09047786169,438922.97545405285,21158.545903860333,-24414,-13411,3,Secondary / secondary special,Commercial associate,M,0
22787.906967395327,876542.4226684346,17396.38164818829,-7774,-455,1,Higher education,Commercial associate,M,0
105932.58381715206,892056.6596859144,17026.462581090374,-20367,-4359,0,Secondary / secondary special,Working,F,0
42851.52827359604,365307.15658505424,16722.459107423943,-19163,-826,2,Higher education,Commercial associate,M,0
55349.875690394554,419056.80666689505,24316.572010526434,-8445,-14112,0,Secondary / secondary special,Working,F,0
61317.91780081768,681644.1870981168,25736.080094786295,-7453,-45,3,Secondary / secondary special,Working,F,0
44376.29694777383,257045.7469117632,20870.913063680797,-15109,-9381,3,Secondary / secondary special,Commercial associate,F,0
49407.18515276967,622674.8287830232,18436.992673653593,-24350,-4523,1,Secondary / secondary special,Commercial associate,M,0
43835.92693286051,395780.4469317561,19426.96656890877,-22024,-10678,2,Secondary / secondary special,Working,F,0
63936.880621123535,604066.3830707064,20492.352660158373,-12888,-2954,3,Higher education,Working,F,0
53978.07706403565,720290.9949888437,20010.606049769485,-23188,-4942,1,Secondary / secondary special,Working,M,0
36112.03590766057,630688.0457962943,24603.34429995991,-13564,-13887,3,Higher education,Commercial associate,M,0
27593.416824256867,416592.5535592182,14999.828526340803,-20846,-8227,1,Secondary / secondary special,Working,F,0
52678.94273841889,480719.4646738551,22345.53259243546,-24517,-11910,0,Secondary / secondary special,Commercial associate,F,0
46190.96289377371,488811.83652088646,17930.33325756949,-8424,-3421,1,Higher education,Commercial associate,F,0
20425.818146209465,561471.3432674677,25607.309531642728,-21917,-4832,3,Secondary / secondary special,Working,F,0
74696.290542617,457866.29058814555,20659.280915305957,-17146,-1759,1,Secondary / secondary special,Commercial associate,M,0
67399.237674718,387321.2369771502,16971.580761365978,-23018,-4217,0,Secondary / secondary special,Commercial associate,F,0
54151.86195250348,126819.77211576811,16537.18983349684,-16808,-7289,2,Secondary / secondary special,Commercial associate,M,0
76905.16018852967,177325.28083762567,24083.70180800376,-21120,-9910,3,Higher education,Commercial associate,F,0
25621.437351608874,709132.1630766809,24605.436084334233,-10494,-14192,3,Higher education,Working,M,0
67243.16514603421,266840.3269749746,20093.97121527451,-24760,-13137,0,Higher education,Commercial associate,M,0
22154.910417073257,230990.4377785175,11802.35602879937,-9753,-11664,3,Secondary / secondary special,Working,M,0
20332.93216309702,181693.17584429804,18749.654741390263,-12716,-1507,1,Secondary / secondary special,Working,F,0
74824.06799596624,615670.8277157971,21599.61100222313,-7710,-7061,0,Secondary / secondary special,Commercial associate,F,0
103795.9322331159,459166.2054913211,13410.99808196812,-23543,-1658,2,Secondary / secondary special,Working,F,0
77675.40026609413,367463.80289154453,15911.053272650794,-19512,-8019,1,Higher education,Commercial associate,F,0
23883.23251339816,475038.7977910933,20052.04548595557,-8444,-9023,0,Secondary / secondary special,Commercial associate,M,0
39003.22088018855,709245.3888138175,16166.44436258938,-22291,-14567,1,Higher education,Commercial associate,M,0
49469.69799621705,597594.9082192463,19341.699445009974,-12109,-7087,1,Higher education,Working,F,0
34471.29673549819,527187.7937412384,17201.75823042279,-20133,-806,2,Secondary / secondary special,Working,M,0
88640.1932599469,501881.2539773142,20986.449689400783,-18930,-5974,0,Higher education,Commercial associate,F,0
76510.78080234754,662713.0823852837,10105.550655889458,-19093,-14413,1,Higher education,Commercial associate,M,0
78753.7889059698,1016861.0591205857,17573.57432568915,-16903,-2849,1,Higher education,Commercial associate,F,0
35758.462729033185,529105.5861693205,14551.216122869388,-13995,-14217,0,Secondary / secondary special,Working,F,0
60676.796029129495,346422.7830637093,26292.255969116086,-16136,-9025,0,Secondary / secondary special,Commercial associate,F,0
55798.68113812753,515246.68667136645,16351.656909678553,-21437,-14219,0,Higher education,Commercial associate,F,0
73159.52996613098,929860.1207888712,18537.3154315715,-17689,-1196,0,Secondary / secondary special,Commercial associate,F,0
51893.031876202265,472710.5352020724,19858.943930162644,-13999,-12172,0,Secondary / secondary special,Commercial associate,F,0
2310.3493794975657,639408.1899340469,18066.601615659154,-7745,-11171,1,Secondary / secondary special,Working,F,0
31151.856557300027,267750.0210370894,20573.6423945718,-7129,-2270,2,Secondary / secondary special,Commercial associate,F,0
59764.644169297615,459105.0353398877,16696.50458173323,-15416,-4001,3,Higher education,Commercial associate,M,0
52191.21202828528,566548.5000782103,22083.964162057153,-17883,-12207,0,Higher education,Working,F,0
31283.40099459629,304617.44456453423,19254.6951448698,-7841,-12666,3,Higher education,Working,F,0
80287.0371292512,804982.2520090354,20206.032192306353,-24792,-1869,2,Higher education,Commercial associate,M,1
82357.68877938317,448481.0732591752,21408.60942670733,-11680,-5933,1,Higher education,Commercial associate,M,1
72920.76814602935,526113.2436543074,13888.667878739094,-22179,-3593,2,Secondary / secondary special,Commercial associate,F,0
59673.58849735734,818749.4713426094,18277.999289338084,-11079,-6126,0,Higher education,Commercial associate,F,0
81505.52054667058,524558.0698423303,12965.980355765883,-13016,-7394,1,Higher education,Commercial associate,F,0
32858.98987149776,316571.3716130028,27873.67193969925,-21647,-7651,2,Secondary / secondary special,Commercial associate,M,0
68222.25763338625,422345.8815655116,18854.74388196142,-10012,-5616,2,Higher education,Working,F,0
38859.34747936991,744866.5497420207,22996.49704804525,-7664,-4807,0,Higher education,Commercial associate,M,0
63327.321508358364,653090.4938065473,26239.821664798397,-18064,-6147,2,Secondary / secondary special,Working,F,0
63872.85703226751,517841.50197243475,18793.519715994236,-20486,-698,1,Higher education,Working,M,0
46973.738006299216,400678.1985625345,27762.122101381763,-23820,-4900,2,Higher education,Commercial associate,F,0
30276.59305974239,612825.3461235481,21303.74964036716,-13045,-3515,3,Higher education,Working,M,0
94052.29071796345,678948.6365004646,20375.027881618145,-16304,-11115,3,Secondary / secondary special,Working,F,1
76201.10637298698,195468.78401526,14081.091367060759,-14849,-8361,2,Higher education,Commercial associate,F,0
66923.43031208107,337762.1272167538,18695.013142810873,-22936,-13335,2,Higher education,Commercial associate,F,0
64528.17837074738,232016.1164165759,13710.059717335114,-24509,-4678,2,Secondary / secondary special,Working,F,0
54442.86609641602,383759.56935491366,16809.602006939793,-11361,-4842,2,Secondary / secondary special,Working,F,0
79541.20452386605,433848.5975475818,27420.047257462196,-8544,-475,0,Higher education,Working,F,0
49483.3389841146,713699.3682979004,18092.515660840945,-19199,-8150,1,Higher education,Working,F,1
42067.797005971275,220700.46935726417,21570.499684585568,-18100,-9818,1,Secondary / secondary special,Commercial associate,F,0
6108.007857319659,166068.7191595371,6189.4184308486765,-14163,-13799,2,Secondary / secondary special,Commercial associate,F,0
52949.60852762427,132368.22299235652,22465.695311518208,-22249,-12980,0,Higher education,Commercial associate,F,0
25036.20963179662,840242.4407743488,23003.016984124,-7364,-13748,0,Secondary / secondary special,Working,F,0
71064.72925893187,649427.4674580554,19580.690745250096,-23325,-3608,3,Higher education,Commercial associate,M,0
41391.54279314523,529619.6407058239,13761.09155783544,-12750,-8972,1,Higher education,Commercial associate,F,0
18665.585714396595,643486.7041615357,12214.054237776043,-13053,-14799,3,Secondary / secondary special,Commercial associate,F,0
45372.76269136608,432736.9561114092,7660.250289730255,-11014,-13605,3,Higher education,Working,F,0
25827.011790829165,628795.0713885429,20183.323389125493,-13678,-10643,0,Higher education,Working,M,0
14139.975043251165,483329.19105993747,22596.976761210524,-8200,-925,2,Higher education,Working,M,0
29108.688112212898,579453.355522827,16685.719103597214,-9864,-3572,2,Higher education,Commercial associate,F,0
37641.84692011794,544849.5511911887,19810.552046163266,-12883,-2720,3,Higher education,Commercial associate,F,0
58512.450191704535,375513.9937481036,28120.927596710295,-11279,-2599,2,Secondary / secondary special,Working,M,1
38683.95921355933,404471.61331708287,24937.82184178506,-10819,-13529,1,Higher education,Working,M,0
35117.77422232205,623649.2090410246,11619.055066677025,-9481,-363,2,Higher education,Working,M,0
81684.23693328661,206936.57435441512,15304.856340098113,-15477,-2555,0,Secondary / secondary special,Working,F,0
48018.18666819027,626091.2297795858,17196.466975383068,-8875,-9858,1,Higher education,Working,M,1
79846.60744173126,359806.1401029492,14413.436866142796,-12641,-2511,2,Higher education,Commercial associate,M,0
78878.21864705245,769570.9888216686,18294.4589606963,-8550,-484,1,Higher education,Working,F,0
46064.12719328738,455861.94804077985,10199.417588741402,-10393,-1311,3,Secondary / secondary special,Working,F,0
37169.22559361113,567329.6485316851,23095.43467453668,-7518,-11516,0,Secondary / secondary special,Working,F,0
47449.032435439985,435931.19738784374,12713.861164229125,-9799,-10477,0,Higher education,Commercial associate,F,0
64060.157758779766,798463.2000492983,25218.261204910024,-16367,-12327,2,Higher education,Commercial associate,M,0
64248.53878303927,235781.67214961274,23782.292157512024,-7815,-14885,3,Higher education,Commercial associate,M,0
45929.86558922378,612373.2344949985,22744.19613916224,-14482,-11105,2,Secondary / secondary special,Working,F,0
44406.44570030129,440524.3298876182,11508.509653618035,-23289,-12219,0,Secondary / secondary special,Working,M,0
51337.33460241743,347293.17670474574,21258.343614408357,-19152,-456,1,Secondary / secondary special,Commercial associate,M,0
51853.38054998747,213535.6120809284,12770.662101127813,-18765,-6008,1,Higher education,Working,M,0
83725.55930472333,460738.829295999,21894.14024363187,-20069,-5325,1,Higher education,Working,F,0
9110.035519683006,455097.5405134762,22269.866447820037,-7172,-5388,2,Higher education,Commercial associate,M,0
